venueIndex,VenueId,Latitude,Longitude,category,visitedNum,categoryId
1397,441519d7f964a520f7301fe3,40.724294,-73.982925,Food,4,3.0
1398,44166f04f964a52003311fe3,40.708766,-73.957752,Nightlife Spot,0,4.0
1399,4416912af964a52004311fe3,40.751516,-73.993521,Nightlife Spot,8,4.0
1400,44193e5af964a52022311fe3,40.785871,-73.978286,Shop & Service,2,8.0
1401,441988b3f964a52027311fe3,40.729985,-73.957734,Nightlife Spot,0,4.0
1402,4419aa38f964a5202e311fe3,40.756901,-73.971659,Travel & Transport,26,9.0
1403,441a8599f964a52036311fe3,40.733679,-73.987832,Shop & Service,27,8.0
1404,441e57d6f964a52077311fe3,40.757484,-73.984773,Nightlife Spot,17,4.0
1405,4421b3c3f964a5208b311fe3,40.738266,-73.991132,Food,0,3.0
1406,4423cae2f964a52099311fe3,40.774599,-73.954345,Food,3,3.0
1407,4424f0fbf964a520a3311fe3,40.717217,-74.00199,College & University,0,1.0
1408,4426d3d0f964a520b1311fe3,40.716848,-73.954664,Nightlife Spot,0,4.0
1409,4426f00af964a520b4311fe3,40.767976,-73.981692,Food,5,3.0
1410,4427bd00f964a520b6311fe3,40.738033,-74.001927,Food,8,3.0
1411,44281118f964a520ba311fe3,40.785572,-73.976527,Food,0,3.0
1412,442e41b2f964a520da311fe3,40.749582,-74.005998,Arts & Entertainment,4,0.0
1413,44301625f964a520e7311fe3,40.75091,-73.982065,Nightlife Spot,1,4.0
1414,44327819f964a520f2311fe3,40.745135,-73.978742,Food,27,3.0
1415,4432ab7cf964a520f8311fe3,40.719303,-73.842489,Nightlife Spot,0,4.0
1416,44390b49f964a52018321fe3,40.680741,-73.977489,Food,0,3.0
1417,44412e54f964a52042321fe3,40.764366,-73.979733,Nightlife Spot,7,4.0
1418,4444ceddf964a52055321fe3,40.729297,-73.991855,Arts & Entertainment,3,0.0
1419,444bb024f964a5207b321fe3,40.694033,-73.9863,College & University,8,1.0
1420,444c9270f964a52081321fe3,40.713733,-73.945947,Drink,1,2.0
1421,444ceab2f964a52084321fe3,40.762904,-73.984068,Food,3,3.0
1422,444e0033f964a52090321fe3,40.723891,-73.996801,Food,7,3.0
1423,44510be3f964a520a0321fe3,40.756717,-73.988585,Arts & Entertainment,54,0.0
1424,44522a64f964a520a8321fe3,40.738917,-74.000343,Food,0,3.0
1425,4459bbbcf964a520d6321fe3,40.676106,-73.971682,Food,1,3.0
1426,4459f9bff964a520e1321fe3,40.744215,-73.988538,Nightlife Spot,7,4.0
1427,446db5faf964a52069331fe3,40.722133,-73.986593,Nightlife Spot,0,4.0
1428,44704e4df964a5208e331fe3,40.670107,-73.978983,Food,4,3.0
1429,4471c143f964a5209d331fe3,40.69872,-73.992372,Arts & Entertainment,6,0.0
1430,44746440f964a520ae331fe3,40.747605,-73.98245,Food,13,3.0
1431,44780b6cf964a520c3331fe3,40.674202,-74.016706,Shop & Service,0,8.0
1432,447a1926f964a520df331fe3,40.717656,-73.957528,Food,3,3.0
1433,447bf8f1f964a520ec331fe3,40.763823,-73.97301,Shop & Service,195,8.0
1434,447c19a7f964a520f0331fe3,40.710215,-73.962836,Food,0,3.0
1435,447c62d1f964a520f3331fe3,40.761947,-73.911069,Nightlife Spot,0,4.0
1436,447dc0b9f964a520fd331fe3,40.764828,-73.976446,Food,18,3.0
1437,44802b64f964a5200a341fe3,40.761732,-73.967986,Professional & Other Places,3,6.0
1438,44818698f964a52014341fe3,40.730708,-73.992888,Food,6,3.0
1439,4481ada4f964a52018341fe3,40.676252,-73.980153,Nightlife Spot,0,4.0
1440,44826b5af964a5201b341fe3,40.757206,-73.984389,Travel & Transport,2,9.0
1441,448acb74f964a52048341fe3,40.711255,-73.961443,Food,7,3.0
1442,4491cb46f964a52072341fe3,40.719328,-73.985633,Food,0,3.0
1443,4492ad65f964a52075341fe3,40.848521,-73.877762,Arts & Entertainment,11,0.0
1444,4492bd4cf964a52077341fe3,40.754528,-73.995624,Food,0,3.0
1445,44968ba6f964a5208d341fe3,40.689806,-73.972204,Drink,0,2.0
1446,449955b7f964a52093341fe3,40.733612,-73.993107,Food,2,3.0
1447,449e952ef964a520bc341fe3,40.735487,-74.003321,Food,2,3.0
1448,449f923ff964a520c5341fe3,40.73034,-73.983994,Food,3,3.0
1449,44a052c2f964a520c9341fe3,40.701555,-74.014681,Nightlife Spot,0,4.0
1450,44a14d7df964a520d0341fe3,40.729335,-74.003691,Food,3,3.0
1451,44a1b84cf964a520d4341fe3,40.770369,-73.833618,Arts & Entertainment,3,0.0
1452,44abe943f964a52008351fe3,40.714482,-73.957302,Drink,2,2.0
1453,44ac05cef964a5200c351fe3,40.742536,-74.004153,Travel & Transport,0,9.0
1454,44ac0d01f964a52010351fe3,40.739993,-74.005703,Nightlife Spot,1,4.0
1455,44ac191af964a52011351fe3,40.682127,-73.9796,Nightlife Spot,0,4.0
1456,44aca0c7f964a52012351fe3,40.736755,-73.995216,Outdoors & Recreation,0,5.0
1457,44acde31f964a52013351fe3,40.724941,-74.00258,Food,19,3.0
1458,44acdefcf964a52014351fe3,40.729589,-73.988045,Drink,0,2.0
1459,44ae5146f964a52021351fe3,40.768691,-73.98261,Nightlife Spot,0,4.0
1460,44ae8bc6f964a52027351fe3,40.744489,-73.981322,Food,14,3.0
1461,44af9f95f964a5202a351fe3,40.763077,-73.981418,Food,0,3.0
1462,44afd4e4f964a5202d351fe3,40.750164,-73.976793,Drink,4,2.0
1463,44b0954bf964a52030351fe3,40.762442,-73.972365,Shop & Service,5,8.0
1464,44b78a37f964a52070351fe3,40.730083,-74.000607,Food,5,3.0
1465,44b7acf4f964a52073351fe3,40.691182,-74.016781,Outdoors & Recreation,11,5.0
1466,44bbc47df964a52094351fe3,40.634824,-74.109713,Food,4,3.0
1467,44bcb47ef964a5209b351fe3,40.675207,-73.981405,Food,4,3.0
1468,44bd68b5f964a5209f351fe3,40.674293,-73.981892,Food,0,3.0
1469,44be416bf964a520a3351fe3,40.711223,-74.008155,Shop & Service,15,8.0
1470,44c0ed2df964a520b1351fe3,40.719968,-73.997078,Food,0,3.0
1471,44c21bd1f964a520be351fe3,40.688462,-73.96271,Drink,0,2.0
1472,44c23335f964a520c0351fe3,40.74997,-73.990197,Nightlife Spot,0,4.0
1473,44c5ef34f964a520d2351fe3,40.744159,-73.995741,Food,4,3.0
1474,44c91345f964a520f3351fe3,40.734353,-73.990857,Food,18,3.0
1475,44ca1c8af964a520f6351fe3,40.711812,-73.949068,Drink,3,2.0
1476,44ca1d5cf964a520f7351fe3,40.761645,-73.980475,Food,0,3.0
1477,44cc70aef964a52010361fe3,40.72411,-73.980818,Nightlife Spot,1,4.0
1478,44ce1e0df964a52017361fe3,40.716976,-73.959158,Food,1,3.0
1479,44d5d521f964a52058361fe3,40.720249,-73.984527,Food,0,3.0
1480,44d6585df964a52062361fe3,40.75332,-73.974268,Food,11,3.0
1481,44d7b1f3f964a52070361fe3,40.736507,-73.988804,Travel & Transport,13,9.0
1482,44d8c0faf964a52078361fe3,40.774776,-73.954015,Food,4,3.0
1483,44d8c155f964a52079361fe3,40.762716,-73.987637,Food,9,3.0
1484,44d9e8dbf964a5208a361fe3,40.724135,-73.997789,Shop & Service,14,8.0
1485,44db29bef964a52092361fe3,40.639759,-73.967596,Food,0,3.0
1486,44dc6750f964a520a6361fe3,40.676946,-74.013381,Food,0,3.0
1487,44dc96e4f964a520b0361fe3,40.728283,-73.995591,Drink,3,2.0
1488,44ddb091f964a520bf361fe3,40.740896,-74.005181,Food,3,3.0
1489,44ddb109f964a520c0361fe3,40.761883,-73.966034,Arts & Entertainment,0,0.0
1490,44ddba5bf964a520c1361fe3,40.690749,-73.991896,Shop & Service,12,8.0
1491,44ddbad4f964a520c3361fe3,40.733545,-73.999488,Shop & Service,10,8.0
1492,44de40a3f964a520ce361fe3,40.758205,-73.992809,Nightlife Spot,18,4.0
1493,44e247eaf964a52028371fe3,40.717892,-74.011974,College & University,9,1.0
1494,44e36de7f964a52040371fe3,40.742524,-73.980349,Nightlife Spot,20,4.0
1495,44e39280f964a52045371fe3,40.726454,-73.998595,Drink,5,2.0
1496,44e4541df964a52051371fe3,40.725379,-73.983596,Nightlife Spot,7,4.0
1497,44e454a3f964a52053371fe3,40.763513,-73.98692,Nightlife Spot,60,4.0
1498,44e4a4f2f964a52065371fe3,40.721822,-73.993387,Nightlife Spot,0,4.0
1499,44e574d9f964a5206a371fe3,40.668001,-73.983884,Food,0,3.0
1500,44e5a82ff964a5206e371fe3,40.755698,-73.994782,Food,0,3.0
1501,44e5e786f964a52073371fe3,40.731427,-73.994312,Food,4,3.0
1502,44e6ba18f964a5207d371fe3,40.76134,-73.990517,Food,1,3.0
1503,44e8567bf964a5209b371fe3,40.727519,-73.993767,Food,8,3.0
1504,44e9b357f964a520a4371fe3,40.725887,-74.008486,Food,0,3.0
1505,44e9b421f964a520a5371fe3,40.74186,-74.005086,Food,9,3.0
1506,44e9f218f964a520b9371fe3,40.733622,-73.993052,Food,0,3.0
1507,44e9fddaf964a520bb371fe3,40.71761,-74.013203,Professional & Other Places,1,6.0
1508,44f02f86f964a520f0371fe3,40.740152,-74.007304,Nightlife Spot,4,4.0
1509,44f28948f964a5200c381fe3,40.726428,-73.989875,Arts & Entertainment,0,0.0
1510,44f2fa97f964a52010381fe3,40.72373,-73.996601,Food,1,3.0
1511,44f480b3f964a52034381fe3,40.75762,-73.974753,Food,1,3.0
1512,44f48d76f964a52035381fe3,40.752201,-74.002472,Nightlife Spot,1,4.0
1513,44f4b0ebf964a52036381fe3,40.74012,-73.993847,Food,4,3.0
1514,44f9a2c4f964a52066381fe3,40.676917,-73.969129,Food,1,3.0
1515,44fc6a24f964a52084381fe3,40.687689,-73.970745,Food,0,3.0
1516,44fd757df964a52092381fe3,40.742788,-74.000676,Arts & Entertainment,3,0.0
1517,4502fa36f964a520d4381fe3,40.730947,-74.002885,Food,7,3.0
1518,4502fab8f964a520d5381fe3,40.748338,-74.003992,Food,0,3.0
1519,45040d24f964a520de381fe3,40.768091,-73.981846,Food,13,3.0
1520,4505314df964a520e7381fe3,40.644826,-73.921323,Food,1,3.0
1521,4507026bf964a52019391fe3,40.739411,-74.001588,Nightlife Spot,1,4.0
1522,4507bf49f964a52023391fe3,40.681542,-73.97719,Nightlife Spot,0,4.0
1523,45096dd1f964a5203c391fe3,40.758993,-73.919492,Nightlife Spot,2,4.0
1524,450972f5f964a5203d391fe3,40.751385,-73.973645,Food,1,3.0
1525,450c2b9af964a5204e391fe3,40.728625,-74.007554,Professional & Other Places,0,6.0
1526,450fb1e2f964a52074391fe3,40.722627,-73.987947,Shop & Service,5,8.0
1527,45112af0f964a5208d391fe3,40.774215,-73.981176,Drink,11,2.0
1528,4511371ff964a5208e391fe3,40.803882,-73.967056,Shop & Service,4,8.0
1529,45113817f964a52092391fe3,40.728891,-73.993743,Shop & Service,5,8.0
1530,45114052f964a52097391fe3,40.742451,-74.00048,Food,2,3.0
1531,451287ebf964a520a1391fe3,40.741079,-74.002466,Professional & Other Places,71,6.0
1532,45142c75f964a520dc391fe3,40.720543,-73.989594,Nightlife Spot,10,4.0
1533,4514fc3df964a520e8391fe3,40.578401,-73.936186,College & University,23,1.0
1534,451a536bf964a5205d3a1fe3,40.731484,-74.003149,Food,0,3.0
1535,451a53c7f964a5205e3a1fe3,40.742628,-73.991985,Food,7,3.0
1536,451a5426f964a5205f3a1fe3,40.759227,-73.967837,Food,0,3.0
1537,451aa7d8f964a520653a1fe3,40.722614,-73.983029,Nightlife Spot,5,4.0
1538,451d2310f964a520883a1fe3,40.724508,-73.998065,Shop & Service,2,8.0
1539,451d2412f964a5208a3a1fe3,40.768468,-73.936336,Outdoors & Recreation,4,5.0
1540,451d25c1f964a5208c3a1fe3,40.743981,-73.987155,Travel & Transport,12,9.0
1541,451d2920f964a5208d3a1fe3,40.756994,-73.989079,Arts & Entertainment,22,0.0
1542,45226caef964a520d73a1fe3,40.793708,-73.972595,Outdoors & Recreation,0,5.0
1543,45228b3cf964a520d93a1fe3,40.763771,-73.97644,Food,6,3.0
1544,4528a216f964a520173b1fe3,40.734056,-73.870847,Shop & Service,67,8.0
1545,452d6886f964a5204a3b1fe3,40.753272,-73.982277,Professional & Other Places,51,6.0
1546,4530db29f964a520613b1fe3,40.768062,-73.981848,Shop & Service,40,8.0
1547,4530db98f964a520623b1fe3,40.792457,-73.952316,Arts & Entertainment,126,0.0
1548,4530ed16f964a520653b1fe3,40.748749,-73.987258,Nightlife Spot,0,4.0
1549,4531059cf964a520683b1fe3,40.762325,-73.967814,Shop & Service,68,8.0
1550,45311e6ff964a5206b3b1fe3,40.730189,-74.000337,Nightlife Spot,0,4.0
1551,45312392f964a5206e3b1fe3,40.734359,-73.990817,Outdoors & Recreation,19,5.0
1552,45312508f964a520703b1fe3,40.751401,-73.987522,Professional & Other Places,4,6.0
1553,4531f77cf964a520753b1fe3,40.762197,-73.966069,Food,1,3.0
1554,4533d338f964a5208f3b1fe3,40.743485,-74.007554,Food,10,3.0
1555,45367ca4f964a520ab3b1fe3,40.728925,-73.98937,Outdoors & Recreation,3,5.0
1556,45368eaaf964a520af3b1fe3,40.679925,-73.997175,Shop & Service,4,8.0
1557,45379ccef964a520c13b1fe3,40.732467,-74.005464,Food,1,3.0
1558,45396895f964a520d73b1fe3,40.73131,-73.988665,Nightlife Spot,21,4.0
1559,4539fe02f964a520de3b1fe3,40.729711,-74.00067,Food,3,3.0
1560,453b6411f964a520fa3b1fe3,40.72271,-73.997887,Shop & Service,3,8.0
1561,453c82bbf964a5200c3c1fe3,40.671586,-74.003,Food,0,3.0
1562,453cacc7f964a520153c1fe3,40.742762,-73.976923,Arts & Entertainment,21,0.0
1563,453ce76cf964a5201a3c1fe3,40.790733,-73.947316,Food,1,3.0
1564,453f6ce3f964a520353c1fe3,40.673478,-73.982627,Food,0,3.0
1565,45404cb9f964a520393c1fe3,40.734267,-73.991107,Food,5,3.0
1566,45421e72f964a5204c3c1fe3,40.735637,-73.99803,Food,0,3.0
1567,4544401ff964a520623c1fe3,40.728169,-73.988435,Nightlife Spot,8,4.0
1568,4549b3d6f964a520933c1fe3,40.736639,-73.990518,Shop & Service,4,8.0
1569,454b1ad3f964a520a73c1fe3,40.765308,-73.983419,Food,1,3.0
1570,454c4949f964a520bc3c1fe3,40.797418,-73.970454,Outdoors & Recreation,0,5.0
1571,454f7cc4f964a520dc3c1fe3,40.742923,-74.007424,Food,6,3.0
1572,45545fd1f964a520043d1fe3,40.747346,-73.851739,Arts & Entertainment,3,0.0
1573,45548f85f964a5200f3d1fe3,40.687226,-73.975654,Nightlife Spot,0,4.0
1574,4554c3b0f964a520113d1fe3,40.717054,-73.959285,Food,0,3.0
1575,45558370f964a520153d1fe3,40.72097,-73.956845,Shop & Service,3,8.0
1576,4555bea7f964a520253d1fe3,40.723521,-73.998415,Shop & Service,35,8.0
1577,4555f6f7f964a520283d1fe3,40.725437,-73.992892,Food,0,3.0
1578,4557961ff964a5203c3d1fe3,40.685268,-73.991444,Nightlife Spot,0,4.0
1579,4558b83bf964a5204b3d1fe3,40.742761,-73.992487,Outdoors & Recreation,10,5.0
1580,455c4272f964a5206b3d1fe3,40.624725,-73.99267,Arts & Entertainment,0,0.0
1581,455c428ef964a5206c3d1fe3,40.588895,-73.973651,Arts & Entertainment,1,0.0
1582,455c42aef964a5206d3d1fe3,40.612859,-73.912566,Arts & Entertainment,0,0.0
1583,455da1c3f964a520793d1fe3,40.725874,-73.994794,Food,3,3.0
1584,455f02b7f964a5208c3d1fe3,40.600223,-73.942144,Food,0,3.0
1585,45633154f964a520a53d1fe3,40.716327,-74.007783,Food,14,3.0
1586,45682b85f964a520d63d1fe3,40.758757,-73.987304,Arts & Entertainment,0,0.0
1587,4569264af964a520de3d1fe3,40.719444,-73.993175,Nightlife Spot,10,4.0
1588,45697387f964a520e53d1fe3,40.721078,-73.997887,Food,4,3.0
1589,456a81acf964a520f33d1fe3,40.765445,-73.931208,Food,3,3.0
1590,456dad27f964a5200c3e1fe3,40.75625,-73.967716,Nightlife Spot,4,4.0
1591,456ebbbff964a520163e1fe3,40.729625,-73.996664,College & University,7,1.0
1592,456ee36df964a520203e1fe3,40.781057,-73.980056,Professional & Other Places,0,6.0
1593,456f1b9bf964a520253e1fe3,40.728499,-74.00063,Food,4,3.0
1594,45719c4bf964a520693e1fe3,40.704128,-74.013765,Arts & Entertainment,4,0.0
1595,45727340f964a520733e1fe3,40.690433,-73.989809,Arts & Entertainment,5,0.0
1596,4572d0e3f964a520793e1fe3,40.728764,-74.001614,Drink,0,2.0
1597,4572f7fbf964a520823e1fe3,40.723415,-73.988929,Food,2,3.0
1598,4573c09bf964a520893e1fe3,40.782928,-73.952638,Professional & Other Places,10,6.0
1599,457430b9f964a520913e1fe3,40.70742,-73.942822,Nightlife Spot,2,4.0
1600,4575b847f964a520a13e1fe3,40.724132,-73.982386,Food,1,3.0
1601,4576408bf964a520a73e1fe3,40.738036,-73.986576,Arts & Entertainment,0,0.0
1602,4576ba17f964a520ab3e1fe3,40.748539,-73.986669,Nightlife Spot,0,4.0
1603,4576ddcaf964a520ac3e1fe3,40.764592,-73.971213,Shop & Service,36,8.0
1604,4577fb0bf964a520b03e1fe3,40.763462,-73.974005,Shop & Service,30,8.0
1605,45795395f964a520d23e1fe3,40.679694,-73.974252,Food,5,3.0
1606,457bd9adf964a520f63e1fe3,40.728844,-73.978603,Food,8,3.0
1607,457be73df964a520f73e1fe3,40.722282,-74.003757,Food,4,3.0
1608,457bfa74f964a520f93e1fe3,40.745456,-73.984722,Drink,5,2.0
1609,457bfac7f964a520fa3e1fe3,40.727072,-73.984068,Food,3,3.0
1610,457ebe82f964a5203e3f1fe3,40.735984,-73.987373,Food,1,3.0
1611,457ebeaaf964a5203f3f1fe3,40.741874,-73.98793,Food,3,3.0
1612,457f1183f964a5204b3f1fe3,40.814025,-73.960283,Food,0,3.0
1613,457fdbb3f964a520523f1fe3,40.748315,-73.986064,Nightlife Spot,7,4.0
1614,45814450f964a520613f1fe3,40.761441,-73.970299,Food,3,3.0
1615,4581734ff964a520653f1fe3,40.717759,-73.958584,Food,1,3.0
1616,45841feaf964a520973f1fe3,40.746119,-73.994094,Food,7,3.0
1617,45850853f964a5209f3f1fe3,40.679841,-73.974788,Food,4,3.0
1618,458575cef964a520a93f1fe3,40.687991,-73.997529,Food,1,3.0
1619,45863ac8f964a520b03f1fe3,40.761752,-73.980997,Travel & Transport,0,9.0
1620,4586bb60f964a520be3f1fe3,40.679303,-73.981637,Food,0,3.0
1621,4587e9aef964a520cf3f1fe3,40.682289,-73.979987,Nightlife Spot,6,4.0
1622,458976f5f964a520dd3f1fe3,40.762894,-73.984389,Food,29,3.0
1623,458b049cf964a520ec3f1fe3,40.734087,-73.993198,Food,0,3.0
1624,458bd6adf964a520f03f1fe3,40.761561,-73.968415,Food,1,3.0
1625,458cca5ff964a520fc3f1fe3,40.742571,-74.000398,Food,3,3.0
1626,458d06b3f964a520fe3f1fe3,40.762996,-73.92098,Food,1,3.0
1627,458d06def964a520ff3f1fe3,40.72525,-73.977984,Food,0,3.0
1628,458d10b5f964a52001401fe3,40.687027,-73.975614,Food,1,3.0
1629,45912d3ef964a52029401fe3,40.746669,-73.944051,Food,3,3.0
1630,45913ef9f964a5202b401fe3,40.76205,-73.97796,Food,1,3.0
1631,45938647f964a52045401fe3,40.77444,-73.981376,Outdoors & Recreation,1,5.0
1632,459390c2f964a52046401fe3,40.760571,-73.982374,Food,2,3.0
1633,459395b7f964a52047401fe3,40.771681,-73.982334,Food,0,3.0
1634,4593b8e2f964a5204a401fe3,40.742616,-74.007074,Arts & Entertainment,6,0.0
1635,4593b9c5f964a5204c401fe3,40.738007,-73.986667,Arts & Entertainment,2,0.0
1636,4593baa7f964a5204d401fe3,40.753853,-73.977416,College & University,2,1.0
1637,4593be73f964a5204e401fe3,40.72186,-73.992169,Nightlife Spot,0,4.0
1638,4593ed04f964a52050401fe3,40.72951,-74.000865,Food,0,3.0
1639,45940e37f964a52055401fe3,40.74287,-73.982438,Shop & Service,0,8.0
1640,459813d3f964a5207c401fe3,40.776243,-73.942851,Professional & Other Places,16,6.0
1641,459b8681f964a5208c401fe3,40.73867,-73.999855,Food,0,3.0
1642,459bdc46f964a52092401fe3,40.725812,-73.984895,Nightlife Spot,0,4.0
1643,459cc567f964a52099401fe3,40.583799,-73.947563,Food,4,3.0
1644,45a1faaef964a520e4401fe3,40.714964,-73.966506,Arts & Entertainment,0,0.0
1645,45a4384cf964a520f7401fe3,40.718909,-73.987132,Nightlife Spot,0,4.0
1646,45a51c02f964a520fa401fe3,40.737977,-73.99069,Food,4,3.0
1647,45a608dbf964a52001411fe3,40.75686,-73.929678,Nightlife Spot,7,4.0
1648,45a62f89f964a52003411fe3,40.717972,-73.99034,Food,5,3.0
1649,45a7dc66f964a52019411fe3,40.727637,-74.002597,Food,0,3.0
1650,45a8ea68f964a5201c411fe3,40.764551,-73.97764,Shop & Service,3,8.0
1651,45aa540af964a52032411fe3,40.736003,-73.995881,Arts & Entertainment,2,0.0
1652,45aa8486f964a52035411fe3,40.678241,-73.979166,Food,4,3.0
1653,45ab788ef964a52043411fe3,40.719879,-73.987716,Food,17,3.0
1654,45ab7c7af964a52044411fe3,40.744071,-73.987384,Arts & Entertainment,9,0.0
1655,45ab8a84f964a52045411fe3,40.719043,-73.99746,Food,1,3.0
1656,45ac11b0f964a5205b411fe3,40.718119,-73.840915,Food,0,3.0
1657,45ac12d6f964a5205d411fe3,40.726161,-74.002633,Food,4,3.0
1658,45ac1361f964a5205f411fe3,40.720787,-73.84366,Arts & Entertainment,2,0.0
1659,45ac15a4f964a52061411fe3,40.726226,-73.852758,Drink,0,2.0
1660,45addeb3f964a52075411fe3,40.679027,-73.949762,Food,10,3.0
1661,45ae4115f964a5207c411fe3,40.735249,-73.985904,Food,0,3.0
1662,45af5189f964a52086411fe3,40.753302,-73.978714,Nightlife Spot,4,4.0
1663,45b242f8f964a520a1411fe3,40.736187,-74.000991,Food,1,3.0
1664,45b24b9cf964a520a4411fe3,40.764295,-73.966705,Food,1,3.0
1665,45b24bbef964a520a5411fe3,40.740716,-74.006942,Food,6,3.0
1666,45b3d761f964a520b1411fe3,40.734438,-73.989525,Shop & Service,8,8.0
1667,45b893e3f964a520cf411fe3,40.752483,-73.994409,Arts & Entertainment,43,0.0
1668,45b9c8c1f964a520d7411fe3,40.7373,-74.001301,Food,0,3.0
1669,45b9eeecf964a520db411fe3,40.71937,-73.989577,Nightlife Spot,0,4.0
1670,45bca695f964a520ff411fe3,40.661555,-73.979924,Arts & Entertainment,1,0.0
1671,45bcf919f964a5200f421fe3,40.762447,-73.989566,Food,1,3.0
1672,45be0276f964a52012421fe3,40.73399,-73.986885,Drink,2,2.0
1673,45be8decf964a5201a421fe3,40.720591,-73.997083,Nightlife Spot,0,4.0
1674,45c42e5bf964a5203f421fe3,40.731446,-73.994315,Food,2,3.0
1675,45c5a7c9f964a52050421fe3,40.703191,-73.99065,Shop & Service,0,8.0
1676,45c5a871f964a52051421fe3,40.712494,-73.964478,Nightlife Spot,4,4.0
1677,45c5dc11f964a52057421fe3,40.6736,-73.96736,Food,2,3.0
1678,45c76421f964a52066421fe3,40.744045,-73.983737,Drink,39,2.0
1679,45c84eb8f964a5206b421fe3,40.757299,-73.983815,Nightlife Spot,0,4.0
1680,45c88764f964a5206e421fe3,40.707508,-74.002332,Drink,0,2.0
1681,45ca42e1f964a5207a421fe3,40.758788,-73.978925,Shop & Service,13,8.0
1682,45cb4fdcf964a52081421fe3,40.75783,-73.992791,Nightlife Spot,0,4.0
1683,45cf45c4f964a520a0421fe3,40.739638,-73.989228,Food,1,3.0
1684,45d066b1f964a520aa421fe3,40.738728,-73.988573,Nightlife Spot,0,4.0
1685,45d06773f964a520ab421fe3,40.73019,-73.998298,Arts & Entertainment,0,0.0
1686,45d1a484f964a520af421fe3,40.742778,-73.998338,Drink,0,2.0
1687,45d5c6e2f964a520cb421fe3,40.6819,-74.000471,Food,0,3.0
1688,45d78933f964a520e1421fe3,40.726876,-73.983532,Nightlife Spot,2,4.0
1689,45d9aa10f964a520ee421fe3,40.755526,-73.98156,College & University,5,1.0
1690,45dffe2cf964a5201d431fe3,40.735324,-74.001771,Food,3,3.0
1691,45e16189f964a52029431fe3,40.775225,-73.911603,Food,0,3.0
1692,45e309edf964a52035431fe3,40.739621,-73.995979,Food,2,3.0
1693,45e3d74bf964a52038431fe3,40.760716,-73.990817,Food,1,3.0
1694,45e5b223f964a52043431fe3,40.732083,-74.001359,Food,3,3.0
1695,45e5c256f964a52046431fe3,40.715284,-74.008876,Food,2,3.0
1696,45e82773f964a52066431fe3,40.578986,-73.983804,Food,3,3.0
1697,45e98bacf964a52080431fe3,40.723169,-74.002581,Food,0,3.0
1698,45ebc982f964a52091431fe3,40.730476,-74.001978,Food,5,3.0
1699,45ed04d8f964a520a9431fe3,40.726118,-73.952128,Food,4,3.0
1700,45f0b91df964a520c1431fe3,40.755639,-73.922913,Food,4,3.0
1701,45f0c26ef964a520c2431fe3,40.725268,-73.951662,Food,0,3.0
1702,45f0c3cbf964a520c4431fe3,40.682038,-73.980228,Nightlife Spot,0,4.0
1703,45f2f5b9f964a520ea431fe3,40.733239,-74.004526,Food,0,3.0
1704,45f3f480f964a520f2431fe3,40.738677,-73.995815,Food,4,3.0
1705,45f3f52df964a520f3431fe3,40.738049,-73.998908,College & University,1,1.0
1706,45f6af33f964a5202c441fe3,40.717731,-73.957809,Food,0,3.0
1707,45f8e590f964a5203f441fe3,40.75584,-73.98244,Travel & Transport,1,9.0
1708,45fa3e3df964a52050441fe3,40.761813,-73.985198,Food,7,3.0
1709,45fb601ef964a5205f441fe3,40.583706,-73.950255,Food,5,3.0
1710,45fbbe93f964a52061441fe3,40.779525,-73.950508,Nightlife Spot,2,4.0
1711,45fd4112f964a52078441fe3,40.762223,-73.965902,Food,1,3.0
1712,45fe3baef964a52082441fe3,40.775635,-73.953553,Nightlife Spot,1,4.0
1713,45fe3c08f964a52083441fe3,40.777159,-73.952368,Nightlife Spot,2,4.0
1714,4602f901f964a520ab441fe3,40.7259,-74.008589,Nightlife Spot,3,4.0
1715,46046e6bf964a520b6441fe3,40.734298,-74.006214,Nightlife Spot,0,4.0
1716,4604f1f9f964a520b7441fe3,40.726057,-73.991733,Nightlife Spot,1,4.0
1717,4606214ef964a520c6441fe3,40.584144,-73.939515,Food,17,3.0
1718,4606997ef964a520cd441fe3,40.765299,-73.975668,Food,4,3.0
1719,46093845f964a520e3441fe3,40.714118,-73.956399,Food,3,3.0
1720,460ab8cdf964a520f1441fe3,40.741136,-73.985789,Drink,8,2.0
1721,460d4b1ef964a52004451fe3,40.723955,-73.991829,Shop & Service,27,8.0
1722,460d4b66f964a52005451fe3,40.744818,-73.995152,Shop & Service,17,8.0
1723,460d50e2f964a52008451fe3,40.847401,-73.938031,Arts & Entertainment,0,0.0
1724,46102377f964a52025451fe3,40.755835,-73.967808,Food,3,3.0
1725,4612961ff964a52037451fe3,40.725323,-74.003528,Nightlife Spot,4,4.0
1726,461352e3f964a52038451fe3,40.728814,-73.98455,Food,0,3.0
1727,4613c44bf964a52040451fe3,40.724431,-74.007516,Shop & Service,0,8.0
1728,4613c5bef964a52041451fe3,40.76289,-73.97403,Shop & Service,21,8.0
1729,461f8cc8f964a5207e451fe3,40.75876,-73.993021,Food,0,3.0
1730,4620e16df964a52087451fe3,40.762098,-73.925686,Food,20,3.0
1731,46260d36f964a520bb451fe3,40.766373,-73.983109,Drink,0,2.0
1732,462a5f71f964a520d8451fe3,40.73086,-73.989514,Food,0,3.0
